customer_id,customer_name,email,registration_date,customer_type
C825,Marcia Jordan,ashley71@example.org,2025-07-03,VIP
C826,Stephen Boyd,charlene85@example.org,2026-04-03,REGULAR
C827,Anthony Williams,christinasullivan@example.net,2025-03-09,PREMIUM
C828,Kyle Sullivan,jrogers@example.net,2025-06-04,VIP
C829,Chad Cooke,ryanjesse@example.com,2026-04-08,PREMIUM
C830,Louis Lewis,fcarter@example.com,2024-12-19,REGULAR
C831,Kristin Davis,mcdonaldnicole@example.net,2025-06-18,PREMIUM
C832,Stephanie Coleman,terribradley@example.org,2026-05-04,REGULAR
C833,Hunter Fields,xthompson@example.org,2026-04-28,VIP
C834,Brenda Glover,amandalee@example.com,2026-02-19,PREMIUM
C835,Elizabeth Rodriguez,tsullivan@example.com,2024-08-05,VIP
C836,Betty Barnes,mendozaapril@example.net,2025-01-07,VIP
C837,Robert Jordan,steven35@example.org,2025-02-03,PREMIUM
C838,Ms. Tammie Woods DVM,megancooke@example.net,2025-03-09,VIP
C839,Catherine Thomas,stephaniegonzalez@example.net,2026-04-14,VIP
C840,Maria David,kgood@example.com,2026-06-01,REGULAR
C841,Scott Jackson,russell36@example.org,2025-12-10,PREMIUM
C842,Phillip Davis,brivera@example.org,2026-05-31,VIP
C843,Emily Parks,howardmary@example.net,2025-07-28,VIP
C844,Nicholas Cooper,holdergavin@example.org,2024-10-02,REGULAR
C845,Regina Russell,mccormickjulia@example.org,2024-10-22,PREMIUM
C846,Alicia Moore,ybarrett@example.com,2025-09-06,REGULAR
C847,Sherri Best,taylorrobert@example.org,2024-08-19,PREMIUM
C848,Melissa Morales,briannamcdonald@example.com,2025-04-08,VIP
C849,Scott Cook,amy45@example.com,2026-04-05,VIP
C850,Wesley Leach,dayelizabeth@example.net,2024-12-04,PREMIUM
C851,Timothy Brown,leedavid@example.org,2025-04-11,VIP
C852,Alan Farmer,connielogan@example.com,2026-02-01,VIP
C853,Jennifer Smith,wrightmelanie@example.net,2025-09-24,VIP
C854,Kevin Davis,parsonssteven@example.org,2024-09-13,REGULAR
C855,Brett Hood,griffinjacob@example.org,2025-07-04,REGULAR
C856,Amy Henderson,morrischristine@example.net,2024-08-28,PREMIUM
C857,Adam Yang,qfernandez@example.net,2024-09-10,REGULAR
C858,James Li,christopher91@example.net,2025-03-21,PREMIUM
C859,Elijah Cooley,jbullock@example.net,2025-01-14,REGULAR
C860,Anthony Smith,gserrano@example.com,2025-02-05,PREMIUM
C861,Thomas Johnson,warcher@example.com,2024-09-06,REGULAR
C862,John Kaiser,moraleskyle@example.net,2024-12-09,VIP
C863,Julie Allen,alec85@example.net,2025-07-27,PREMIUM
C864,Debra Lewis,curtiskristin@example.org,2026-02-25,REGULAR
C865,Dr. Nicole Henderson,oshaffer@example.net,2025-02-09,REGULAR
C866,Brenda Stewart,gordonfrank@example.com,2025-12-08,REGULAR
C867,Ms. Patricia Zhang,wlutz@example.net,2024-11-12,VIP
C868,Maria Lopez,barbarajackson@example.com,2024-11-17,REGULAR
C869,Nancy Miller,sandra59@example.org,2025-04-27,VIP
C870,Alan Mejia,xanderson@example.org,2024-09-08,REGULAR
C871,Jessica Avery,michael09@example.org,2025-09-17,VIP
C872,James Torres,emmathomas@example.com,2025-08-19,REGULAR
C873,Joshua Bryant,jeffreytapia@example.com,2024-07-13,PREMIUM
C874,Tara Smith,mpage@example.org,2026-05-13,VIP
C875,Jeffrey Love,lhouston@example.org,2026-01-18,PREMIUM
C876,Miss Laura Anderson,owensrobert@example.net,2024-12-21,VIP
C877,Steven Humphrey,apitts@example.com,2025-08-06,REGULAR
C878,Colin Daniels,qreeves@example.net,2026-03-01,REGULAR
C879,Michael Chavez,kevin44@example.com,2026-03-13,VIP
C880,Lisa Mullins,brownbrandon@example.net,2024-09-05,REGULAR
C881,Vanessa Smith,campbellsamuel@example.net,2026-04-22,REGULAR
C882,Tamara Gomez,hbrown@example.net,2024-11-07,VIP
C883,David Walters,whitneyyesenia@example.net,2024-11-14,PREMIUM
C884,Frank Cook,sarasmith@example.com,2025-04-19,REGULAR
C885,Brandon Grant,lscott@example.org,2025-04-24,REGULAR
C886,Douglas Morrison,josewilliams@example.org,2024-09-17,VIP
C887,Jonathan Wallace,alicia07@example.com,2025-03-03,PREMIUM
C888,Erin Johnson,cathyrodriguez@example.org,2025-08-15,REGULAR
C889,Mark Bowen,taylorclark@example.org,2025-12-06,REGULAR
C890,Meredith Sharp,robertford@example.net,2025-12-07,VIP
C891,Alexander Martin,turnerjennifer@example.com,2024-10-05,VIP
C892,Randall Wilson,elliottchad@example.net,2026-03-30,REGULAR
C893,David Barker,karenduncan@example.net,2024-10-20,VIP
C894,Troy Robinson,megan74@example.org,2024-10-06,VIP
C895,Louis Yates,benjaminwu@example.org,2025-07-08,REGULAR
C896,Emily Scott,ijohnston@example.com,2026-06-23,REGULAR
C897,Robert Tyler,donald51@example.org,2025-03-25,VIP
C898,Christina Alvarez,matthewkeller@example.net,2025-08-01,REGULAR
C899,Daniel Bowers,vsantiago@example.net,2025-03-07,VIP
C900,Thomas Henry,kaitlyn00@example.com,2024-10-22,PREMIUM
C901,Julie Reid,collinslaura@example.org,2025-02-08,VIP
C902,Tammy Hernandez,courtney27@example.com,2024-07-13,REGULAR
C903,Kristen Webster,qthomas@example.com,2025-10-13,PREMIUM
C904,Katie Heath,wilkinsonthomas@example.org,2024-09-10,VIP
C905,Jacob Martinez,colinayers@example.net,2025-02-05,VIP
C906,Kimberly Mccarty,jmorrison@example.com,2025-10-18,REGULAR
C907,Matthew Rogers,heidicarr@example.com,2025-03-07,VIP
C908,Christopher Mccarthy,ramirezchristine@example.com,2024-07-31,PREMIUM
C909,Sherry Brooks,xturner@example.net,2024-08-21,VIP
C910,Sean Moore,sarah61@example.net,2024-08-14,REGULAR
C911,Christina Baker,wturner@example.net,2025-08-02,REGULAR
C912,Maureen Taylor,tiffanyburgess@example.com,2025-07-06,PREMIUM
C913,Latoya Meyers,xjones@example.net,2025-09-28,VIP
C914,Anthony Sanders MD,pamela97@example.com,2024-12-13,VIP
C915,Rachel Schneider,maryingram@example.org,2026-02-24,PREMIUM
C916,Christy Lee,james33@example.net,2026-01-22,VIP
C917,Kevin Acosta,matthew66@example.com,2026-03-31,PREMIUM
C918,Melissa Gregory,nruiz@example.org,2025-12-01,VIP
C919,Christina Davis,blaircorey@example.net,2024-12-21,PREMIUM
C920,Connie Johnson,ryan23@example.com,2024-07-16,VIP
C921,Julian Potter,benjaminwalls@example.net,2025-01-21,PREMIUM
C922,Emily Vincent,trichardson@example.net,2026-03-03,VIP
C923,Mr. Darrell Greene,gwhite@example.org,2026-06-30,VIP
C924,Jodi Spencer,barnesgary@example.net,2025-06-12,VIP
C925,Anthony Garrett,scottrussell@example.org,2025-05-11,PREMIUM
C926,Stacy Bates,david13@example.com,2025-07-01,PREMIUM
C927,Jay Henry,smithdaniel@example.org,2025-01-01,PREMIUM
C928,Samantha Henderson,gregorysullivan@example.org,2024-10-06,VIP
C929,Eric Marks,lopezbeverly@example.net,2024-08-16,REGULAR
C930,Arthur Rhodes,obrienchristopher@example.org,2025-08-05,VIP
C931,Dr. Christopher Davis,erika39@example.com,2025-07-29,VIP
C932,Jaime Perkins,haguilar@example.org,2026-03-02,VIP
C933,Willie Gonzalez,larry51@example.net,2025-01-08,PREMIUM
C934,David Bolton,priscilla26@example.net,2025-11-06,REGULAR
C935,Cynthia Valdez,scolon@example.org,2025-07-12,PREMIUM
C936,Denise Camacho,icampbell@example.com,2026-02-04,REGULAR
C937,Brett Thompson,robert80@example.org,2025-10-24,PREMIUM
C938,Michael Owen,simmonsjoseph@example.net,2026-02-01,REGULAR
C939,Megan Kirby,tinahunt@example.com,2025-03-01,PREMIUM
C940,Donald King,jonesbrenda@example.org,2025-12-03,VIP
C941,Nicholas Myers,jameshaley@example.org,2024-09-12,PREMIUM
C942,John Bonilla,letyler@example.org,2025-01-04,PREMIUM
C943,Curtis Hernandez,brandonreynolds@example.net,2026-04-17,PREMIUM
C944,Sandra Roy,gshepard@example.net,2025-10-02,PREMIUM
C945,Sherry Gordon,nray@example.org,2026-03-04,REGULAR
C946,Nicholas Bailey,pamlane@example.com,2024-12-30,VIP
C947,Cody Williams,xavierhawkins@example.com,2026-04-05,PREMIUM
C948,Sheila Johnson,lauraroman@example.com,2024-11-16,VIP
C949,Austin Smith,framirez@example.net,2025-04-12,VIP
C950,Daniel Knox,nschneider@example.org,2025-01-19,VIP
C951,Caitlin Alvarez,shannon96@example.net,2024-11-26,PREMIUM
C952,Christopher Myers,carpentergloria@example.com,2026-04-23,VIP
C953,Philip Chandler,clarkcynthia@example.com,2025-01-17,VIP
C954,Kimberly Byrd,zmartin@example.net,2026-04-16,REGULAR
C955,Jamie Horn,vdonaldson@example.net,2025-11-08,PREMIUM
C956,Michael Spencer,rachel96@example.org,2026-04-10,PREMIUM
C957,Stephen Gould,bfrazier@example.org,2025-12-17,PREMIUM
C958,Megan Rhodes,delgadojennifer@example.org,2025-03-07,PREMIUM
C959,David Jones,jacobslisa@example.org,2025-04-23,PREMIUM
C960,Deborah Maxwell,ihess@example.com,2026-04-21,PREMIUM
C961,Gabrielle Mitchell,garciajessica@example.com,2025-05-12,REGULAR
C962,Sabrina Malone,storres@example.com,2026-04-23,VIP
C963,Carla Conrad,christinashaw@example.net,2025-01-06,PREMIUM
C964,Dawn Johnson,opalmer@example.net,2026-05-05,REGULAR
C965,Erin Woods,cody74@example.net,2024-09-19,VIP
C966,Katrina French,hugheserica@example.com,2025-04-12,PREMIUM
C967,Dan Bolton,lori98@example.org,2026-05-21,VIP
C968,Gregory Brown,ricky88@example.com,2026-01-10,REGULAR
C969,Ray Hooper,gmason@example.org,2025-10-15,REGULAR
C970,Sherry Perry,davidblack@example.net,2025-10-18,PREMIUM
C971,Anna Cardenas,thorntoncourtney@example.com,2024-09-13,PREMIUM
C972,Brandy Cannon,epotter@example.org,2025-01-26,VIP
C973,Michael Oconnor,francesthornton@example.com,2026-05-25,PREMIUM
C974,Yolanda Evans,vyoung@example.com,2025-08-14,PREMIUM
C975,Michael Barry,fordkim@example.org,2025-07-08,REGULAR
C976,Samantha Campbell,diazphillip@example.com,2024-07-13,VIP
C977,Debra Allison MD,brownbrooke@example.net,2025-06-03,REGULAR
C978,David Taylor,pkerr@example.org,2025-09-14,PREMIUM
C979,Edward Lee,mistycarney@example.net,2025-07-23,PREMIUM
C980,Jeffery Mason,blanchardethan@example.com,2025-08-20,REGULAR
C981,John Garcia,chadwashington@example.net,2025-12-04,VIP
C982,Erin Jones,alexandra08@example.com,2025-09-08,PREMIUM
C983,Tonya Roberts,michaeljohnson@example.com,2025-06-12,PREMIUM
C984,Elizabeth Huang,burnswillie@example.com,2025-05-18,VIP
C985,Haley Burch,rebecca57@example.org,2026-06-04,VIP
C986,Lorraine Patterson,christopher74@example.net,2024-09-25,REGULAR
C987,Lauren Roman,wayne95@example.org,2025-10-26,PREMIUM
C988,Brenda Dickson,ijohnson@example.org,2025-02-03,PREMIUM
C989,Claire Coleman,cmiller@example.com,2026-05-27,VIP
C990,Michelle Thomas,lisa05@example.net,2024-08-12,VIP
C991,Tracy Roach,gardnernichole@example.net,2025-01-13,REGULAR
C992,Laura Peterson,kentashley@example.net,2025-02-04,REGULAR
C993,Brittney English MD,tkline@example.org,2024-08-15,PREMIUM
C994,Bryan Williams,russelljacob@example.org,2024-12-14,PREMIUM
C995,Krystal Ross,raymegan@example.org,2024-11-12,REGULAR
C996,Krista Vargas,garciajulie@example.org,2025-03-02,REGULAR
C997,Joanna Whitehead,kathrynmorris@example.org,2025-07-10,REGULAR
C998,Zachary Hayes,melindamatthews@example.net,2026-05-17,VIP
C999,Dennis Ross,jeremiah56@example.com,2025-04-19,REGULAR
C1000,Andrew Clark,carterelizabeth@example.org,2025-11-28,REGULAR
